	time_arr_filter	jy_lin	jy_ext	jy_unsc	jy_err_lin	jy_err_ext	jy_err_unsc	jy_steady_err	jz_lin	jz_ext	jz_unsc	jz_err_lin	jz_err_ext	jz_err_unsc	jz_steady_err	q_lin	q_ext	q_unsc	q_err_lin	q_err_ext	q_err_unsc	q_steady_err	p_lin	p_ext	p_unsc	p_err_lin	p_err_ext	p_err_unsc	p_steady_err
10	0.1	4.320059652316887	4.0782217956684566	4.03981724248547	0.0010098276322408927	0.0010098276322408927	0.0010141991568309821	0.0005221525861347855	12.247160774748775	12.243599341201769	12.249274400547893	7.978908331210107e-06	7.978908331210107e-06	2.3811109440368415e-05	7.827643911596658e-06	1.7097966047252613	1.6866842175098569	1.5804172998199704	9.58697557832178e-05	9.58697557832178e-05	0.00011229275284049668	7.572131128975869e-05	1.5639663601332452	1.5856613147218803	1.6059454311625203	4.002019331308893e-05	4.002019331308893e-05	5.7212578930053176e-05	2.790994178207698e-05
11	0.11	5.090566516475965	4.830822347288708	4.799339175405319	0.0010072469614867093	0.0010072469614867093	0.001012004114084577	0.0005221525861347855	12.60646537573692	12.603031502386001	12.60491694912616	7.933578190818703e-06	7.933578190818703e-06	2.37447200851828e-05	7.827643911596658e-06	1.7429023124520926	1.712775143457557	1.6157141714636059	9.46901293415103e-05	9.46901293415103e-05	0.00011023554346847718	7.964158276771376e-05	1.4809906064241858	1.5120224839067056	1.5215808289235424	3.2674386543864116e-05	3.2674386543864116e-05	4.875740944640332e-05	2.39896703041219e-05
12	0.12	5.806420490569463	5.534317457833912	5.510004106339816	0.001003006906258625	0.001003006906258625	0.001007932923901104	0.0005221525861347855	12.89661796073744	12.892869516581808	12.898526756598887	7.901449694752028e-06	7.901449694752028e-06	2.3689454365362876e-05	7.827643911596658e-06	1.6863572812268202	1.6479969033472897	1.5629522609617028	9.186149095285276e-05	9.186149095285276e-05	0.00010708029456928105	8.107624444817039e-05	1.5072904206957047	1.5467807957319752	1.5454606606514147	3.0053718474486853e-05	3.0053718474486853e-05	4.532328009023162e-05	2.2555008623665282e-05
13	0.13	6.596321098109376	6.317452437475087	6.3036952965307735	0.0009970534450049213	0.0009970534450049213	0.0010017728684343277	0.0005221525861347855	12.881425231145805	12.878238828580859	12.88142102396931	7.879391566754764e-06	7.879391566754764e-06	2.363658346736875e-05	7.827643911596658e-06	1.7122082939705463	1.6664163690098088	1.5908698345803274	8.726343131649455e-05	8.726343131649455e-05	0.00010266556185067106	7.989714227599624e-05	1.4581645379628367	1.503374075102126	1.4936625551550833	3.116257883819531e-05	3.116257883819531e-05	4.577677753946275e-05	2.373411079583942e-05
14	0.14	7.355622265792774	7.076802370004256	7.072638756487202	0.0009894256938893832	0.0009894256938893832	0.0009933978765304945	0.0005221525861347855	12.674829355678606	12.671826313492998	12.675389568323896	7.864747425737854e-06	7.864747425737854e-06	2.359328971465689e-05	7.827643911596658e-06	1.7121307901656362	1.6589437452553035	1.5932872430234355	8.095404833934132e-05	8.095404833934132e-05	9.697646017397429e-05	7.620960193656921e-05	1.433614077274934	1.4828980734798844	1.4672102317678735	3.5241783143773535e-05	3.5241783143773535e-05	4.929838001505398e-05	2.7421651135266467e-05
15	0.15	8.1128257761292	7.8409887280849695	7.84884261015368	0.0009802456712817316	0.0009802456712817316	0.000982790136585733	0.0005221525861347855	12.219855230595215	12.217227139265011	12.22036970656998	7.855390815357558e-06	7.855390815357558e-06	2.3555100159556227e-05	7.827643911596658e-06	1.7349325772685653	1.6750440117056393	1.617855589482082	7.319049964775444e-05	7.319049964775444e-05	9.017314636902314e-05	7.034302042598875e-05	1.4030171306269155	1.4546673300368538	1.4346097100888062	4.158203569091573e-05	4.158203569091573e-05	5.5164815467234004e-05	3.3288232645846907e-05
16	0.16	8.779709264000314	8.522093737580137	8.537014581691059	0.0009696991361384805	0.0009696991361384805	0.0009700513396305544	0.0005221525861347855	11.622159227352672	11.61985815564826	11.623797630189294	7.849686284031894e-06	7.849686284031894e-06	2.352009533553548e-05	7.827643911596658e-06	1.6935403274977172	1.6276892790767625	1.5826413494305398	6.441999226048876e-05	6.441999226048876e-05	8.26038163478252e-05	6.28214419984416e-05	1.3949718701446345	1.4476228861438345	1.425413587018728	4.944015720793196e-05	4.944015720793196e-05	6.263764641946172e-05	4.080981107339405e-05
17	0.17	9.475852077166893	9.239386303238607	9.27018003785904	0.0009580123685064356	0.0009580123685064356	0.0009553848564097088	0.0005221525861347855	10.729716328927582	10.72805463642297	10.730813243549726	7.846416858548311e-06	7.846416858548311e-06	2.3489827083640404e-05	7.827643911596658e-06	1.7365770310336068	1.6665487417198854	1.6274917287293564	5.5241603692765755e-05	5.5241603692765755e-05	7.477745618513179e-05	5.431674685371041e-05	1.3756903878958608	1.4281739019417161	1.4047423491923667	5.802257042238562e-05	5.802257042238562e-05	7.091802733147949e-05	4.931450621812525e-05
18	0.18	10.09679627410181	9.888251406837464	9.933107810786927	0.0009454293194395315	0.0009454293194395315	0.000939097169264019	0.0005221525861347855	9.641347640246918	9.639870208754232	9.64253116823901	7.844704945321741e-06	7.844704945321741e-06	2.3465545382295968e-05	7.827643911596658e-06	1.7628679645167094	1.6892426551747783	1.6559744940865742	4.634529364469132e-05	4.634529364469132e-05	6.732690553728639e-05	4.558863407995548e-05	1.3646771738386834	1.416308762912889	1.3933137714714705	6.651226639847162e-05	6.651226639847162e-05	7.915781274847844e-05	5.8042618991880163e-05
19	0.19	10.643482099706606	10.468972103429646	10.527980553731057	0.0009321923084945069	0.0009321923084945069	0.0009215686082769156	0.0005221525861347855	8.362550280935023	8.361267658314983	8.363885715570827	7.843936986005961e-06	7.843936986005961e-06	2.344674616542343e-05	7.827643911596658e-06	1.7856911430443967	1.709145206146919	1.6809748644700127	3.8438073544027076e-05	3.8438073544027076e-05	6.0931035866359026e-05	3.741675999674379e-05	1.3598196340349575	1.4100957596199355	1.388917345759902	7.412050623386359e-05	7.412050623386359e-05	8.651007796118527e-05	6.621449307509189e-05
20	0.2	11.113220746891901	10.978309319911295	11.052527388366382	0.0009185277684071427	0.0009185277684071427	0.0009032281722196647	0.0005221525861347855	6.902913055441506	6.901842357124047	6.904322370435121	7.843697843235162e-06	7.843697843235162e-06	2.343209973728702e-05	7.827643911596658e-06	1.8125139028897506	1.7338004537090983	1.7091756961666222	3.216805211137641e-05	3.216805211137641e-05	5.6228259560099716e-05	3.053109377803481e-05	1.3632825869043785	1.4119043518621164	1.3937762723672784	8.014790332984241e-05	8.014790332984241e-05	9.2203915079582e-05	7.310015929380086e-05
21	0.21	11.479576324212116	11.38912146727474	11.476338894832987	0.0009046372234545704	0.0009046372234545704	0.0008845224844187856	0.0005221525861347855	5.3042802877633335	5.303377146357353	5.305677323564983	7.843716892378036e-06	7.843716892378036e-06	2.342298696323265e-05	7.827643911596658e-06	1.8267428718680052	1.746493393043602	1.7247817024035579	2.8055886869941765e-05	2.8055886869941765e-05	5.3726942482269034e-05	2.5546711479902035e-05	1.3679799972104627	1.4147837506413363	1.4005482925117598	8.404279263324085e-05	8.404279263324085e-05	9.562610183129086e-05	7.808454159193362e-05
22	0.22	11.710463950787219	11.668441136329486	11.761431393432554	0.0008906928363603065	0.0008906928363603065	0.0008658912154979038	0.0005221525861347855	3.6310773649320365	3.6303627778791445	3.6322803679991753	7.843825545343179e-06	7.843825545343179e-06	2.3419372430559822e-05	7.827643911596658e-06	1.8090971498624244	1.7279625140716925	1.7104318198638224	2.6440913310678717e-05	2.6440913310678717e-05	5.373002265472323e-05	2.2908853128295044e-05	1.3547850124441134	1.3997990154428812	1.3891591627688396	8.544810176340707e-05	8.544810176340707e-05	9.639404885847423e-05	8.072239994354061e-05
23	0.23	11.904995680502296	11.914306875575557	12.02254115103164	0.0008768364562634915	0.0008768364562634915	0.0008477376996754764	0.0005221525861347855	1.7940935924064638	1.79368783213914	1.795187198412209	7.843925044420208e-06	7.843925044420208e-06	2.3420038083416635e-05	7.827643911596658e-06	1.8394816599495187	1.7582781015432132	1.7367844165534478	2.7446644520575163e-05	2.7446644520575163e-05	5.628239426436635e-05	2.2853150753558067e-05	1.3927154767551735	1.4363723060905156	1.4303602376546405	8.423106333117064e-05	8.423106333117064e-05	9.44038639864698e-05	8.07781023182776e-05
24	0.24	11.96259108457797	12.0251249234672	12.143508543449599	0.0008631810470468731	0.0008631810470468731	0.0008304083667201316	0.0005221525861347855	-0.08976297796632529	-0.09027220387234036	-0.08893826888247633	7.843962869901415e-06	7.843962869901415e-06	2.3425890762396454e-05	7.827643911596658e-06	1.8473396973098732	1.7660329029919957	1.7416925657249696	3.096788943131013e-05	3.096788943131013e-05	6.115440248290697e-05	2.5384580082930678e-05	1.4166585459731542	1.45861936236254	1.4567425983170774	8.049286181973504e-05	8.049286181973504e-05	8.984566766615316e-05	7.8246672988905e-05
25	0.25	11.869880327466834	11.986396414766471	12.108392237479288	0.0008498135224726716	0.0008498135224726716	0.000814179754128463	0.0005221525861347855	-1.9609384052905205	-1.961486034697269	-1.9604678986891435	7.84391599292398e-06	7.84391599292398e-06	2.3436326175711007e-05	7.827643911596658e-06	1.8326007423960025	1.751329320378241	1.7273477425137285	3.667959955089374e-05	3.667959955089374e-05	6.786148564531124e-05	3.0277016073652495e-05	1.4099879982446801	1.4500608575041234	1.4509684735518338	7.455763978765486e-05	7.455763978765486e-05	8.318163696331325e-05	7.335423699818317e-05
