	time_arr_filter	jy_lin	jy_ext	jy_unsc
114	0.5700000000000001	-7.057715718944899	-1.5281531947059945	1.1263885387643358
115	0.5750000000000001	-7.240102368665701	-1.241523359401971	1.0353294708804512
116	0.58	-7.256752639951199	-1.1399633488051597	1.1009781230066362
117	0.585	-7.202546878867045	-0.8497288648962584	1.041414639391347
118	0.59	-7.216471917205665	-0.7797749024624218	1.1157250610016145
119	0.595	-7.2566461482954665	-0.6453297701167471	1.1539187953252619
120	0.6	-7.277192344405442	-0.572945114182142	1.087658082836055
121	0.605	-7.328184443903278	-0.5238306177082277	1.062234605031821
122	0.61	-7.331970720033393	-0.3829147781510609	1.0547087128563983
123	0.615	-7.236780757360819	-0.4479159541745784	1.1126500986277128
124	0.62	-7.331904734118216	-0.5203615394524481	1.0451797506852902
125	0.625	-7.2928569428735734	-0.5987341948844572	1.0778176402869817
126	0.63	-7.257016703559744	-0.6161923683269388	1.0746883348918468
127	0.635	-7.285318321383756	-0.6228258847116444	1.0343106517817608
128	0.64	-7.368795788565286	-0.7123036720164472	0.9995763151623557
129	0.645	-7.3259953249511005	-0.8620143850589603	1.0599060371467341
130	0.65	-7.3209040244857855	-0.9016527965890097	1.005337528598936
131	0.655	-7.390479254647122	-1.0907055528679588	1.0698321286648258
132	0.66	-7.367809965460992	-1.1731544066470911	1.0122232329662206
133	0.665	-7.35393467256099	-1.2923222883135521	0.9696595344348448
134	0.67	-7.33746383166512	-1.4263211700894687	1.010937463383501
135	0.675	-7.4455547882168025	-1.5447719082594886	1.0850589016778487
136	0.68	-7.426800531322276	-1.6502744977829227	1.012789885722891
137	0.685	-7.491132864651795	-1.838693191493386	1.0341978102501008
138	0.6900000000000001	-7.503291410215466	-2.0070359837515337	0.977826809530071
139	0.6950000000000001	-7.585792306344317	-2.063860870418154	1.0038631704144356
140	0.7000000000000001	-7.639569575332554	-2.1502341701338095	1.0076913438895432
141	0.705	-7.724881640391073	-2.2269240536597805	0.997747508954903
142	0.71	-7.760007493887841	-2.2978267144714986	0.8806493429273886
143	0.715	-7.842680283929463	-2.416514854158053	1.037046799395438
144	0.72	-7.7832130276718665	-2.458600037089627	0.9538797659348668
145	0.725	-7.927487149417843	-2.4536683171874176	1.0025860781914566
146	0.73	-8.029932304107128	-2.477095107859526	0.9252577908527805
147	0.735	-8.056498092375849	-2.4617844438903496	0.9224190451993901
148	0.74	-8.138975405173484	-2.4613662501021456	0.9146662500171923
149	0.745	-8.14538330872756	-2.383400206650984	0.8903329498979379
150	0.75	-8.205822516678046	-2.258223440135367	0.8858001832452584
151	0.755	-8.301040204824773	-2.1928013266427153	0.9021005908667444
152	0.76	-8.346677520615263	-2.0693077151857326	0.9656778087849138
153	0.765	-8.410900985312699	-1.9502988913945292	0.9678196757267366
154	0.77	-8.450592457383504	-1.7681945868333058	0.9375628198415084
155	0.775	-8.467053634286653	-1.5443285251843186	0.9399713134379231
156	0.78	-8.508178679629905	-1.3359000577728144	0.9273672242389152
157	0.785	-8.538765159651122	-1.0546607652720574	0.8741556140430746
158	0.79	-8.547175274397077	-0.8042316664762756	0.8700835703107368
159	0.795	-8.580525935315574	-0.4634093461708773	0.8524959560996404
160	0.8	-8.53291429404193	-0.1396418562106008	0.8341071866929974
161	0.805	-8.553989507997137	0.22901082740774728	0.9050895555379592
162	0.81	-8.5599012082427	0.6091185874730085	0.9052845027216606
163	0.8150000000000001	-8.527691367100127	0.9158628546052215	0.8950654273145231
164	0.8200000000000001	-8.477508066423303	1.3661670048227508	0.8374181608907505
165	0.8250000000000001	-8.398644044780681	1.7499374189464243	0.8981953056612146
166	0.8300000000000001	-8.30332779591009	2.199782790334002	0.8743456529407272
167	0.835	-8.252509890534048	2.6775412532367358	0.9126129288985515
168	0.84	-8.189698570954343	3.0982690695725084	0.8366796125095542
169	0.845	-8.056525887525375	3.6575926462575175	0.8183975694735713
170	0.85	-7.9672333351383235	4.130287221114902	0.8767485834093448
171	0.855	-7.815037261079153	4.576059647030307	0.8512857319977197
172	0.86	-7.618696167798043	5.115724437268852	0.8365202018857136
173	0.865	-7.4601115295124965	5.630769903518352	0.9019149701419706
174	0.87	-7.239825658226133	6.126534346433604	0.8244664077695348
175	0.875	-7.072108974345803	6.629886601326487	0.7942278449289562
176	0.88	-6.947996457723836	7.093211584719448	0.8109717699862087
177	0.885	-6.677300170113698	7.5325776554787645	0.7969905497952291
178	0.89	-6.399359568324484	8.039979162696191	0.8198368293127752
179	0.895	-6.187476682462632	8.50624854226167	0.7793631775506406
180	0.9	-5.905482664993211	8.916223232067203	0.8186825712857505
181	0.905	-5.641556825317501	9.415662408275905	0.7333013992404163
182	0.91	-5.318157756803974	9.885885009392325	0.8254379509255056
183	0.915	-5.094575729975997	10.21922311358797	0.788675690179953
184	0.92	-4.730069009675275	10.624794950976977	0.8064156201462527
185	0.925	-4.42335896410299	11.01320878763846	0.7706951423199392
186	0.93	-4.075215802809748	11.33435514359676	0.7602199126720264
187	0.935	-3.667435464605162	11.645509010189683	0.8006034797382234
188	0.9400000000000001	-3.3359921152770227	11.926105828249508	0.7849995945779509
189	0.9450000000000001	-2.99438879172001	12.221775337186667	0.7848522449781141
190	0.9500000000000001	-2.6091576632317572	12.42029263603996	0.8027054620863684
191	0.9550000000000001	-2.284942906012516	12.64397019593404	0.8164349046375693
192	0.96	-1.843159409032461	12.851022660741581	0.752934277842683
193	0.965	-1.488395421231321	13.009994328728537	0.7610860758555277
194	0.97	-1.0856640738770214	13.078700746113313	0.7469599709927759
195	0.975	-0.7040987335904801	13.179753679420712	0.7206480204118098
196	0.98	-0.292394813977941	13.306283382721178	0.7910225175224213
197	0.985	0.14660992684110938	13.299801367778239	0.7502491795904179
198	0.99	0.4427572940545406	13.289789742255273	0.7470956458696957
199	0.995	0.9482986944853177	13.221698157602182	0.7246908796391764
200	1.0	1.2812818439724134	13.196660801591426	0.766389144891899
201	1.0050000000000001	1.7418685736986859	13.123815462371379	0.6765013917372449
202	1.01	2.086444640198836	12.987855660060752	0.759481270073882
203	1.0150000000000001	2.488971919724444	12.845482985455687	0.7610320220167285
204	1.02	2.837952267262751	12.570941797106356	0.7141164786471877
205	1.025	3.2209353461839014	12.385941460477325	0.6730713889791551
206	1.03	3.6072922144592	12.152885530307836	0.6709858103232086
207	1.035	3.9950213988472063	11.897102579868768	0.7257755535414355
208	1.04	4.3465821301164125	11.57257802280559	0.724333150956211
209	1.045	4.578025518282898	11.254302786168175	0.7319305361874037
210	1.05	5.004008187388922	10.935800196067236	0.708369888204539
211	1.055	5.252058994656696	10.514187500261867	0.6899405863628543
212	1.06	5.567900289927401	10.185194151532647	0.732142302799872
213	1.065	5.966062821395171	9.72685259799711	0.6195779686830704
214	1.07	6.196999044098183	9.3642198429743	0.7076025283371674
215	1.075	6.472340247847103	8.902198461973022	0.6642035931869856
216	1.08	6.690276854382928	8.522083352415441	0.6445013539123925
217	1.085	6.963462748551725	8.086755152714584	0.6682626661809085
218	1.09	7.164242074360884	7.5476611680346615	0.6415717829003846
219	1.095	7.356919587784792	7.130854903665979	0.6078221204762072
220	1.1	7.565457394216861	6.711160267588172	0.6641446688579069
221	1.105	7.7957676015203266	6.2102792152644675	0.6203658226866962
222	1.11	7.971237122569118	5.69997020952447	0.6611615469297759
223	1.115	8.084590310593725	5.242738907246808	0.6690816382930548
224	1.12	8.266633654579051	4.809599053778345	0.646525972720745
225	1.125	8.36978266845315	4.287850574909131	0.6235755565833472
226	1.1300000000000001	8.478137642228983	3.8595571413674445	0.5980285746389544
227	1.135	8.60453389463018	3.3912831183133636	0.591260486156489
228	1.1400000000000001	8.702744845080455	2.9902859610927006	0.6246403512430954
229	1.145	8.746613798192111	2.4810046958684495	0.61340245641039
230	1.1500000000000001	8.836101823076127	2.0659310920868426	0.602099034109674
231	1.155	8.886970347507182	1.667994534104524	0.6141537524152028
232	1.16	8.890011685192047	1.2557904816288843	0.6287245722918151
233	1.165	8.921701756246387	0.8284914605809756	0.6245479362474015
234	1.17	8.958291876270435	0.4796129728238073	0.6402504596477872
235	1.175	8.951617282247431	0.1526742543107157	0.5924982960271228
236	1.18	8.899988662126537	-0.21269037819621295	0.6506115799691401
237	1.185	8.911165511590669	-0.526054566104611	0.6527387845746131
238	1.19	8.871312250518537	-0.7919658939301951	0.6079500629548336
239	1.195	8.85102945017427	-1.0967303494495249	0.5575634096593636
240	1.2	8.770479317078305	-1.392899489710417	0.5871178466980647
241	1.205	8.727908712775394	-1.6735394024790629	0.5925593972550955
242	1.21	8.70085954989044	-1.9605616650739812	0.6097610167217322
243	1.215	8.58964100604004	-2.2120968584986853	0.57649044554233
244	1.22	8.500261387397178	-2.346070757404424	0.5948832517484466
245	1.225	8.425179849779076	-2.553556621016951	0.5313531025709866
246	1.23	8.33830800269712	-2.7795126740747094	0.6023008282846408
247	1.235	8.216611933458147	-2.907231886540011	0.5475148287538631
248	1.24	8.186758179411646	-3.00722828390123	0.58915410699849
249	1.245	8.064909423989915	-3.1281840739986944	0.5642436304510925
250	1.25	7.963547938873923	-3.2878110850202065	0.5811451997793815
251	1.2550000000000001	7.825324130685805	-3.350524946490563	0.5745584238524273
252	1.26	7.682634152471283	-3.4245564110672677	0.5275155096128915
253	1.2650000000000001	7.636435512420817	-3.5268916403326274	0.5540088336397458
254	1.27	7.526946304418756	-3.5587153920248844	0.5432356074762112
255	1.2750000000000001	7.3641784154155	-3.614523374581395	0.5219268421424793
256	1.28	7.282657034435739	-3.634848555385726	0.5385965322967866
257	1.285	7.065013910196294	-3.6355510393033335	0.5543160815192008
258	1.29	7.01240687052214	-3.6372219819062894	0.5580514577197704
259	1.295	6.907793931468302	-3.7504289435836435	0.5725187245511171
260	1.3	6.767168718460922	-3.6578208783769424	0.5146749063656945
261	1.305	6.654918185122408	-3.7237011625947525	0.5765917451052417
262	1.31	6.485755215405401	-3.7383805085849766	0.5492701636586342
263	1.315	6.357187593226883	-3.7460670598960912	0.5196170271496489
264	1.32	6.278867175573236	-3.7176747050624233	0.4998682144871718
265	1.325	6.135296655575305	-3.7201125587100465	0.5352037012682404
266	1.33	6.026199880963824	-3.7166172950258543	0.5535380489694033
267	1.335	5.908390458535164	-3.7102629681350288	0.4964944355398177
268	1.34	5.754345179137936	-3.70310277683958	0.5307994031488221
269	1.345	5.668545646274507	-3.691514346077701	0.5211255493172158
270	1.35	5.495988808382086	-3.7726362345048323	0.5527680158594218
271	1.355	5.422518066817252	-3.7400771535592936	0.47980034368851254
272	1.36	5.26653346565686	-3.8571572332125865	0.5439365422198965
273	1.365	5.14891959290074	-3.8203393954546585	0.5215770472805074
274	1.37	5.089064574143933	-3.8238740039455923	0.4608127142187359
275	1.375	4.918135696789092	-3.8669206819399835	0.5290016172246724
276	1.3800000000000001	4.814243820888683	-4.032079410719974	0.5269593903556871
277	1.385	4.636438230272504	-4.010104238903704	0.485007319636555
278	1.3900000000000001	4.5390803728452145	-4.080793749071169	0.49543567458817417
279	1.395	4.375516371617268	-4.1365631587836855	0.4870210318589405
280	1.4000000000000001	4.288988953957645	-4.325085718206454	0.502280540818309
281	1.405	4.134766775107756	-4.42597697033901	0.4391403502070686
282	1.41	4.039052412025644	-4.44841377996601	0.46035375149859065
283	1.415	3.8762218575014273	-4.5964491294720125	0.535502456414872
284	1.42	3.7200215058997235	-4.751977186918927	0.5252272826011997
285	1.425	3.582657195310819	-4.821865805053563	0.4668013460599446
286	1.43	3.423722702549637	-5.003293714473308	0.514905208735866
287	1.435	3.280119963650946	-5.102627955446074	0.5147168917845659
288	1.44	3.123360831772919	-5.290020247171984	0.43910549746073313
289	1.445	2.977657157981066	-5.407865724569309	0.43010880214215713
290	1.45	2.778298907329543	-5.5959077159623085	0.49730855134062235
291	1.455	2.5961165766644294	-5.8397092537149975	0.49898044126305185
292	1.46	2.4291770026047064	-6.000068947975452	0.4908291690501781
293	1.465	2.210113828075152	-6.154601520218869	0.5035134854231538
294	1.47	2.0500138365430995	-6.327210192917938	0.45761026293357354
295	1.475	1.8619565732767025	-6.522140451254435	0.5338652161032883
296	1.48	1.6816112490831459	-6.700228526904278	0.4940446707604975
297	1.485	1.4752096484693695	-6.842888123121052	0.44833185564119665
298	1.49	1.2692615404411338	-7.12621581427128	0.4521601544897625
299	1.495	1.0402533814394657	-7.191765508448903	0.4910261088250976
300	1.5	0.778869625933599	-7.372693166864083	0.4287930005656355
301	1.5050000000000001	0.6032168992400992	-7.546185501318245	0.4416529851545614
302	1.51	0.37139998680730424	-7.680648427646521	0.39280938275044686
303	1.5150000000000001	0.16869754577195506	-7.848196327514513	0.4292640330070662
304	1.52	-0.11678750427060876	-8.031371659152727	0.42584910400957127
305	1.5250000000000001	-0.32384818575279645	-8.131503884549712	0.4349069407447691
306	1.53	-0.6220000530642517	-8.248873433049948	0.4186749997731738
307	1.5350000000000001	-0.7977558192407206	-8.391281697304567	0.40486794115392943
308	1.54	-1.0916547115197128	-8.468987898046915	0.41014298531441723
309	1.545	-1.314090947711612	-8.52140024279707	0.4192588511865857
310	1.55	-1.607603090086445	-8.680551986809574	0.38599309290794365
311	1.555	-1.8863126951520022	-8.68521725957533	0.4401883615641611
312	1.56	-2.0814223955596955	-8.74181407993549	0.35836248987352665
313	1.565	-2.3332132103913104	-8.808037359647352	0.4288669779977365
314	1.57	-2.6137979062205745	-8.813594042686367	0.4235046600552529
315	1.575	-2.929916774172347	-8.80013266491822	0.356724971298956
316	1.58	-3.1344647392613547	-8.803185533470032	0.4183159222802096
317	1.585	-3.3995589069634398	-8.769097478287538	0.3711182480803739
318	1.59	-3.6774774126765886	-8.776387566676146	0.39057176755946904
319	1.595	-3.977483248887758	-8.582796480214974	0.3929127096759291
320	1.6	-4.174681049589323	-8.614807487557938	0.34800024922302525
321	1.605	-4.418737881664677	-8.456724957568468	0.3807378271245418
322	1.61	-4.703668408902289	-8.311032428014988	0.4132566800528866
323	1.615	-4.878574683381529	-8.324130497195586	0.3874683466611306
324	1.62	-5.1543689099793575	-8.15199794707973	0.3244934658550995
325	1.625	-5.414830606721234	-7.894135571102873	0.37128032641923797
326	1.6300000000000001	-5.694926379088828	-7.72295414130072	0.42292530265709033
327	1.635	-5.808020592990471	-7.509981421655848	0.36126583155317116
328	1.6400000000000001	-6.084080648543354	-7.285965896073367	0.3976640847645907
329	1.645	-6.239267688604724	-7.021330010260017	0.3670953787340508
330	1.6500000000000001	-6.487710092134624	-6.784238237889063	0.37441282533826153
331	1.655	-6.708179962562842	-6.529752756511981	0.3035236906700659
332	1.6600000000000001	-6.888031784860284	-6.26274274513817	0.3339667557711423
333	1.665	-7.048364426366803	-5.912003238168058	0.3648971644083868
334	1.67	-7.180952908666838	-5.680459096741196	0.42914160103290183
335	1.675	-7.312313734565735	-5.339671654168188	0.32343004200338354
336	1.68	-7.469276119044068	-5.042587244134826	0.3856597823868745
337	1.685	-7.603166758055468	-4.612957227974708	0.3512736551316614
338	1.69	-7.767425296119243	-4.277283022946183	0.3641186849889559
339	1.695	-7.856945109157824	-3.947542570674545	0.3446942496569071
340	1.7	-7.968091570069218	-3.589861812140492	0.39015950006633265
341	1.705	-8.06412670474899	-3.2538655086463404	0.3884773929464887
342	1.71	-8.080614146566809	-2.893302339783094	0.3294560542099363
343	1.715	-8.219954081420527	-2.4589578681898807	0.36577272919852777
344	1.72	-8.280959118811868	-2.1022387160352434	0.3266999562428028
345	1.725	-8.342699127316356	-1.7306001272624272	0.3139179308793057
346	1.73	-8.386336221907845	-1.3713651042803676	0.32295604220434077
347	1.735	-8.349896195164542	-1.05804536948769	0.3240689134762083
348	1.74	-8.496315726190817	-0.6261221206396211	0.3694544087017414
349	1.745	-8.392481800049268	-0.18652475919936326	0.30582238377571247
350	1.75	-8.400975061959016	0.08889885576629941	0.3772415099377895
351	1.7550000000000001	-8.371870677368799	0.5220777870260886	0.29454773362226316
352	1.76	-8.389862159354186	0.891603918664821	0.3415536566215303
353	1.7650000000000001	-8.264463668564654	1.117976007258286	0.32531887575327145
354	1.77	-8.28873476692632	1.5726783258478303	0.3590196418940722
355	1.7750000000000001	-8.215526506002314	1.864944680365352	0.3660852454694268
356	1.78	-8.155505984574646	2.177313923774998	0.3055508777288242
357	1.7850000000000001	-8.082486014809447	2.568839054781508	0.3449183043290918
358	1.79	-7.989670410868534	2.823715447006812	0.36478042672773303
359	1.795	-7.911045900843048	3.139905257135355	0.2915384720349365
360	1.8	-7.760976122769893	3.4472031591135464	0.3207425565871632
361	1.805	-7.65914394174009	3.719357605802062	0.359346133666187
362	1.81	-7.530616740394872	3.992429598014921	0.3482676267260471
363	1.815	-7.435026615520684	4.219623309021401	0.34873357693858326
364	1.82	-7.27676539916788	4.427266785611926	0.3485597850856815
365	1.825	-7.085574751269554	4.702216912028675	0.26436205023079723
366	1.83	-6.9510544819356745	4.853968971489664	0.3472066585087007
367	1.835	-6.8593994617163805	5.046754604399316	0.2865913586697809
368	1.84	-6.6141577976014805	5.251455384643282	0.32499011294258184
369	1.845	-6.4904467918128335	5.4089290140648405	0.3353644211322889
370	1.85	-6.280003947559388	5.55589991724136	0.2698929452050543
371	1.855	-6.154025847562375	5.744360996851304	0.3261007233874532
372	1.86	-5.968017629101014	5.828507881599834	0.2777560070948389
373	1.865	-5.773404223545118	6.021311084948707	0.3061578013110542
374	1.87	-5.5845988496774845	5.982596786685603	0.27046929984039536
375	1.875	-5.368448885223664	6.207715862867866	0.29186064404355694
376	1.8800000000000001	-5.138056544492804	6.293180770535483	0.3327362029318767
377	1.885	-4.990610021688315	6.289903252299492	0.285901604908065
378	1.8900000000000001	-4.8222332030017805	6.395829013788167	0.3304818318377768
379	1.895	-4.65709010265974	6.3722722806989385	0.30835004540373
380	1.9000000000000001	-4.418381341814596	6.442968452131295	0.27223640877459715
381	1.905	-4.19808475247492	6.518503133561262	0.33906673625114664
382	1.9100000000000001	-4.036379942658525	6.52736235348795	0.29676811343925613
383	1.915	-3.824105112901987	6.586247914475603	0.2624777394599988
384	1.92	-3.5893368369130285	6.555371829979572	0.28295693922331905
385	1.925	-3.3926133315524605	6.588937936129126	0.26580868971307603
386	1.93	-3.1643068655117577	6.531863895071365	0.32314819097679454
387	1.935	-2.9481804329717267	6.493131974337827	0.29506218157531017
388	1.94	-2.726976083634838	6.452985894909895	0.2951029676035422
389	1.945	-2.538435864900007	6.448879306981582	0.2321257341686893
390	1.95	-2.3592075944494044	6.447706143518292	0.31551042060048723
391	1.955	-2.198904010155679	6.41428275079066	0.27117877392533785
392	1.96	-1.9997378188193955	6.3414521427926145	0.28938803316765366
393	1.965	-1.8242755640312114	6.3505556221660235	0.2604734571474132
394	1.97	-1.5989257123863614	6.289243326399894	0.3044943698762932
395	1.975	-1.4612348280764604	6.23970968542897	0.24561010941605618
396	1.98	-1.1723145456929522	6.151084765582039	0.23369668033465965
397	1.985	-1.0828041715419492	6.209960345756116	0.24645432229340522
398	1.99	-0.821898059341196	6.078097918052262	0.24587394494083617
399	1.995	-0.6655850902221889	6.019401464403149	0.2758674305574685
400	2.0	-0.4573191511638195	5.983963808183317	0.26415689317086144
401	2.005	-0.3118965468576569	5.97410461154623	0.3270608275000535
402	2.0100000000000002	-0.14949346766379693	5.8748441046381	0.25874455997242657
403	2.015	0.01161909953910193	5.828304171169937	0.2688413556372764
404	2.02	0.2329194022370063	5.818958976834933	0.26762456463358036
405	2.025	0.4391573512478218	5.754633260764624	0.28671152050576226
406	2.0300000000000002	0.5797677887832432	5.6744669817762645	0.2714094540103383
407	2.035	0.764312956142951	5.732196512722634	0.28358297650083136
408	2.04	0.9811422751307037	5.640647571464477	0.23617504815980697
409	2.045	1.1085153703044026	5.652225080451403	0.20089664830585413
410	2.05	1.2170856602012403	5.653602628058983	0.26728908381693234
411	2.055	1.442952282484533	5.603476585259847	0.2583771552897462
412	2.06	1.607535401382584	5.57646986670461	0.27991228034258003
413	2.065	1.7483799205032364	5.527467420016658	0.28036780907671904
414	2.07	1.889684863825179	5.449336605585839	0.26407859264666667
415	2.075	2.0555243649945325	5.4411342412591654	0.25901567033325934
416	2.08	2.1832101256176792	5.441874814227427	0.21680282879470372
417	2.085	2.3996126248646465	5.3873743265071345	0.27558840462566914
418	2.09	2.5847889075031825	5.359306973852126	0.2768169349884275
419	2.095	2.6700797327889862	5.357937925550938	0.22305250704429486
420	2.1	2.8610937539331798	5.414849971149253	0.2533939241194908
